project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude,geom_wkt,legal_dispute_bool
PRJ-1140,PCL-11332,Maharashtra Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Maharashtra,Nagpur,38.39,43,Very High,0.63,1,Partially Disbursed,153,Notification Pending,Approved,15,0.56,Contested / Encroached,Moderate,63,0.468,2023-08-20,2024-10-01,408,1,18.339144,74.426585,SRID=4326;POINT(74.426585 18.339144),True
PRJ-1074,PCL-11333,Command Area Distribution Network 2,Irrigation / Water Canal,Gujarat,Kutch,71.46,91,Medium,0.74,0,Partially Disbursed,95,Notification Pending,Approved,36,0.5,Full Possession,Moderate,137,0.081,2025-03-22,2025-07-02,102,1,23.226893,71.443539,SRID=4326;POINT(71.443539 23.226893),False
PRJ-1153,PCL-11334,Salem Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Tamil Nadu,Salem,26.85,23,High,0.57,1,Partially Disbursed,55,Preliminary Notification (Sec 11),Under Scrutiny,175,0.68,Initial Stage (<30%),Low / Resistant,149,0.819,2026-11-14,2028-02-29,472,1,12.247733,77.625119,SRID=4326;POINT(77.625119 12.247733),True
PRJ-1221,PCL-11335,Salem Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Tamil Nadu,Salem,145.61,109,Low,0.75,0,Partially Disbursed,44,Declaration Published (Sec 19),Conditional Clearance,121,0.51,Full Possession,Moderate,307,0.489,2025-04-24,2025-11-21,211,1,9.887337,78.232596,SRID=4326;POINT(78.232596 9.887337),False
PRJ-1201,PCL-11336,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,67.85,54,Medium,0.58,0,Partially Disbursed,32,Award Declared (Sec 23),Under Scrutiny,158,0.59,Substantial Possession (>70%),High / Cooperative,236,0.402,2024-08-23,2025-03-10,199,1,21.872483,85.168082,SRID=4326;POINT(85.168082 21.872483),False
PRJ-1050,PCL-11337,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,15.65,43,Medium,0.83,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,51,0.37,Partial Possession (30-70%),High / Cooperative,288,0.201,2023-08-24,2023-11-23,91,1,11.232772,77.473341,SRID=4326;POINT(77.473341 11.232772),False
PRJ-1232,PCL-11338,Maharashtra Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Maharashtra,Nagpur,28.25,32,High,0.86,1,Pending Disbursal,128,Possession Taken (Sec 38),Under Scrutiny,147,0.62,Substantial Possession (>70%),Low / Resistant,319,0.403,2026-08-29,2027-12-22,480,1,18.547829,73.648555,SRID=4326;POINT(73.648555 18.547829),True
PRJ-1162,PCL-11339,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Haryana,Karnal,49.12,105,Medium,0.98,0,Partially Disbursed,170,Preliminary Notification (Sec 11),Under Scrutiny,166,0.65,Full Possession,High / Cooperative,174,0.216,2023-05-29,2023-05-29,0,0,30.138333,76.898896,SRID=4326;POINT(76.898896 30.138333),False
PRJ-1126,PCL-11340,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,40.1,39,Low,0.46,0,Pending Disbursal,157,Declaration Published (Sec 19),Approved,15,0.88,Full Possession,High / Cooperative,254,0.57,2024-09-28,2024-09-28,0,0,26.434012,83.359552,SRID=4326;POINT(83.359552 26.434012),False
PRJ-1074,PCL-11341,Command Area Distribution Network 2,Irrigation / Water Canal,Gujarat,Kutch,12.61,22,High,0.65,0,Pending Disbursal,98,Notification Pending,Approved,44,0.73,Partial Possession (30-70%),High / Cooperative,281,0.247,2025-03-22,2025-08-15,146,1,22.042732,69.994565,SRID=4326;POINT(69.994565 22.042732),False
PRJ-1093,PCL-11342,Tamil Nadu Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Tamil Nadu,Kanchipuram,13.14,13,Medium,0.79,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,181,0.7,Full Possession,Moderate,150,0.541,2023-04-23,2023-11-19,210,1,10.827814,77.120072,SRID=4326;POINT(77.120072 10.827814),False
PRJ-1154,PCL-11343,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,55.39,106,Low,0.59,0,Fully Disbursed,0,Notification Pending,Approved,22,0.39,Substantial Possession (>70%),Low / Resistant,184,0.427,2026-01-19,,241,1,20.13858,73.204281,SRID=4326;POINT(73.204281 20.13858),False
PRJ-1057,PCL-11344,Gujarat Integrated Industrial Township 5,Industrial Corridor / SEZ,Gujarat,Rajkot,32.16,41,High,0.68,0,Pending Disbursal,236,Notification Pending,Conditional Clearance,90,0.66,Contested / Encroached,Moderate,100,0.611,2026-04-19,2027-01-10,266,1,21.977041,73.14262,SRID=4326;POINT(73.14262 21.977041),False
PRJ-1216,PCL-11345,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Gujarat,Kutch,124.09,269,Very High,0.35,1,Pending Disbursal,102,Notification Pending,Conditional Clearance,154,0.64,Partial Possession (30-70%),Low / Resistant,295,0.391,2025-11-26,2027-02-25,456,1,21.418015,71.089879,SRID=4326;POINT(71.089879 21.418015),True
PRJ-1057,PCL-11346,Gujarat Integrated Industrial Township 5,Industrial Corridor / SEZ,Gujarat,Rajkot,54.47,77,Medium,0.88,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,121,0.56,Partial Possession (30-70%),High / Cooperative,288,0.655,2026-04-19,2026-05-08,19,0,22.708472,71.209061,SRID=4326;POINT(71.209061 22.708472),False
PRJ-1104,PCL-11347,Haryana Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Haryana,Karnal,16.95,18,High,0.95,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,107,0.5,Full Possession,Low / Resistant,225,0.707,2025-06-25,,3,0,28.993291,77.377701,SRID=4326;POINT(77.377701 28.993291),False
PRJ-1081,PCL-11348,Industrial Rail Siding Network 4,Railway & Freight Corridor,Karnataka,Bengaluru Rural,9.29,13,Low,0.54,0,Pending Disbursal,176,Preliminary Notification (Sec 11),Resubmission Required,122,0.42,Full Possession,High / Cooperative,376,0.299,2025-10-07,2025-11-11,35,0,13.124615,76.38707,SRID=4326;POINT(76.38707 13.124615),False
PRJ-1076,PCL-11349,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,110.89,265,Very High,0.87,1,Fully Disbursed,0,Notification Pending,Under Scrutiny,177,0.45,Partial Possession (30-70%),Low / Resistant,208,0.175,2026-03-11,2027-05-23,438,1,20.562038,75.34939,SRID=4326;POINT(75.34939 20.562038),True
PRJ-1207,PCL-11350,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,79.36,109,Low,0.92,0,Partially Disbursed,53,Preliminary Notification (Sec 11),Approved,40,0.5,Substantial Possession (>70%),Moderate,447,0.411,2022-08-02,2022-11-26,116,1,24.045123,78.84996,SRID=4326;POINT(78.84996 24.045123),False
PRJ-1048,PCL-11351,Madhya Pradesh Green Express Corridor Phase 3,Highway / Expressway,Madhya Pradesh,Gwalior,10.87,11,High,0.91,0,Pending Disbursal,362,Notification Pending,Conditional Clearance,119,0.45,Contested / Encroached,High / Cooperative,94,0.321,2025-09-05,2026-05-11,248,1,23.741726,79.868999,SRID=4326;POINT(79.868999 23.741726),False
PRJ-1173,PCL-11352,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,26.36,113,High,0.64,1,Pending Disbursal,222,Possession Taken (Sec 38),Approved,40,0.23,Substantial Possession (>70%),Hostile / Legal Injunction,85,0.424,2025-07-10,2027-03-04,602,1,25.370887,76.885053,SRID=4326;POINT(76.885053 25.370887),True
PRJ-1142,PCL-11353,Madhya Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,50.21,43,Low,0.77,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,105,0.82,Full Possession,Moderate,231,0.441,2027-06-16,2028-02-02,231,1,25.060906,76.643864,SRID=4326;POINT(76.643864 25.060906),False
PRJ-1190,PCL-11354,NH-58 Four-Laning Bypass Section 2,Highway / Expressway,Madhya Pradesh,Jabalpur,44.84,39,Medium,0.6,0,Fully Disbursed,0,Award Declared (Sec 23),Conditional Clearance,132,0.55,Partial Possession (30-70%),Moderate,70,0.197,2023-03-13,2023-06-12,91,1,25.104933,77.160247,SRID=4326;POINT(77.160247 25.104933),False
PRJ-1105,PCL-11355,Rajasthan Green Express Corridor Phase 5,Highway / Expressway,Rajasthan,Kota,29.02,47,Low,0.52,0,Partially Disbursed,94,Award Declared (Sec 23),Under Scrutiny,195,0.53,Partial Possession (30-70%),High / Cooperative,308,0.429,2023-06-01,2023-06-01,0,0,25.475345,72.461124,SRID=4326;POINT(72.461124 25.475345),False
PRJ-1222,PCL-11356,DMIC Special Investment Region Node 4,Industrial Corridor / SEZ,Uttar Pradesh,Kanpur,53.82,28,Medium,0.73,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,87,0.82,Substantial Possession (>70%),High / Cooperative,333,0.709,2025-08-20,2026-01-23,156,1,26.551497,81.917016,SRID=4326;POINT(81.917016 26.551497),False
PRJ-1071,PCL-11357,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,24.54,44,High,0.76,1,Disputed in Escrow,252,Preliminary Notification (Sec 11),Under Scrutiny,113,0.67,Initial Stage (<30%),Hostile / Legal Injunction,137,0.636,2024-08-01,2026-04-17,624,1,19.942593,76.335369,SRID=4326;POINT(76.335369 19.942593),True
PRJ-1135,PCL-11358,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Gujarat,Bharuch,57.8,86,High,0.47,0,Fully Disbursed,0,Declaration Published (Sec 19),Resubmission Required,142,0.29,Full Possession,Moderate,257,0.312,2025-09-09,,41,0,23.047599,73.031272,SRID=4326;POINT(73.031272 23.047599),False
PRJ-1151,PCL-11359,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,75.96,153,High,0.68,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,142,0.82,Initial Stage (<30%),High / Cooperative,242,0.08,2025-12-20,2026-01-06,17,0,12.977231,76.533216,SRID=4326;POINT(76.533216 12.977231),False
PRJ-1168,PCL-11360,Aviation Logistics Runway Package 3,Airport Infrastructure,Haryana,Panipat,37.39,125,High,0.85,1,Pending Disbursal,178,Declaration Published (Sec 19),Approved,91,0.8,Partial Possession (30-70%),High / Cooperative,273,0.407,2026-05-13,,246,1,28.880284,75.584008,SRID=4326;POINT(75.584008 28.880284),True
PRJ-1125,PCL-11361,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Prayagraj,20.89,11,Medium,0.82,0,Disputed in Escrow,245,Notification Pending,Conditional Clearance,206,0.68,Contested / Encroached,Moderate,245,0.43,2026-01-26,2026-08-19,205,1,26.826063,80.524719,SRID=4326;POINT(80.524719 26.826063),False
PRJ-1065,PCL-11362,Karnal Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Haryana,Karnal,56.14,116,Medium,0.8,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,54,0.65,Partial Possession (30-70%),High / Cooperative,277,0.246,2027-01-28,2027-01-28,0,0,28.120476,77.268454,SRID=4326;POINT(77.268454 28.120476),False
PRJ-1133,PCL-11363,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,6.27,31,Low,0.6,1,Pending Disbursal,202,Award Declared (Sec 23),Approved,98,0.71,Contested / Encroached,High / Cooperative,300,0.409,2023-10-11,2024-05-22,224,1,23.423049,79.692599,SRID=4326;POINT(79.692599 23.423049),True
PRJ-1046,PCL-11364,Maharashtra Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Maharashtra,Nashik,9.75,16,Medium,0.61,0,Partially Disbursed,155,Declaration Published (Sec 19),Approved,15,0.17,Full Possession,Moderate,399,0.491,2024-05-01,2024-05-26,25,0,19.015399,73.093799,SRID=4326;POINT(73.093799 19.015399),False
PRJ-1043,PCL-11365,Salem Greenfield International Airport Phase 3,Airport Infrastructure,Tamil Nadu,Salem,29.09,70,High,0.61,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,85,0.79,Full Possession,Low / Resistant,177,0.59,2024-10-31,,274,1,11.219975,78.32048,SRID=4326;POINT(78.32048 11.219975),False
PRJ-1201,PCL-11366,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,38.82,39,Medium,0.75,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,64,0.61,Full Possession,Moderate,227,0.369,2024-08-23,2024-09-04,12,0,21.75299,85.949699,SRID=4326;POINT(85.949699 21.75299),False
PRJ-1227,PCL-11367,Industrial Rail Siding Network 3,Railway & Freight Corridor,Rajasthan,Jodhpur,7.95,11,Medium,0.61,0,Fully Disbursed,0,Possession Taken (Sec 38),Conditional Clearance,178,0.72,Partial Possession (30-70%),Moderate,231,0.531,2024-01-17,2024-02-09,23,0,27.939046,73.461742,SRID=4326;POINT(73.461742 27.939046),False
PRJ-1107,PCL-11368,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Rajasthan,Udaipur,36.29,147,Low,0.69,0,Partially Disbursed,107,Declaration Published (Sec 19),Approved,72,0.29,Full Possession,Moderate,165,0.343,2026-11-18,,147,1,25.641065,71.265347,SRID=4326;POINT(71.265347 25.641065),False
PRJ-1028,PCL-11369,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,134.55,220,High,0.37,1,Partially Disbursed,140,Award Declared (Sec 23),Under Scrutiny,206,0.7,Contested / Encroached,Moderate,236,0.165,2024-07-23,2025-09-25,429,1,21.940992,70.894815,SRID=4326;POINT(70.894815 21.940992),True
PRJ-1132,PCL-11370,Tamil Nadu Green Express Corridor Phase 2,Highway / Expressway,Tamil Nadu,Tiruchirappalli,54.68,110,Medium,0.56,0,Pending Disbursal,153,Preliminary Notification (Sec 11),Under Scrutiny,136,0.74,Substantial Possession (>70%),High / Cooperative,61,0.365,2024-07-28,2024-07-28,0,0,11.504429,77.583409,SRID=4326;POINT(77.583409 11.504429),False
PRJ-1042,PCL-11371,Industrial Rail Siding Network 1,Railway & Freight Corridor,Gujarat,Bharuch,25.45,7,Medium,0.66,0,Partially Disbursed,103,Notification Pending,Pending Environmental Clearance,214,0.56,Substantial Possession (>70%),High / Cooperative,229,0.343,2023-08-16,2024-02-17,185,1,22.59047,71.089837,SRID=4326;POINT(71.089837 22.59047),False
PRJ-1034,PCL-11372,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Haryana,Hisar,10.28,42,Medium,0.68,0,Pending Disbursal,99,Award Declared (Sec 23),Conditional Clearance,141,0.44,Partial Possession (30-70%),Hostile / Legal Injunction,301,0.219,2025-05-18,,26,0,29.317764,76.076732,SRID=4326;POINT(76.076732 29.317764),False
PRJ-1083,PCL-11373,Tamil Nadu Clean Energy Hub Sector 5,Renewable / Solar Park,Tamil Nadu,Madurai,5.0,7,Medium,0.71,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,26,0.83,Substantial Possession (>70%),High / Cooperative,297,0.193,2026-02-06,2026-03-12,34,0,12.321604,78.200317,SRID=4326;POINT(78.200317 12.321604),False
PRJ-1218,PCL-11374,Bharatmala Economic Highway Ring 2,Highway / Expressway,Haryana,Hisar,24.18,20,Low,0.71,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,15,0.12,Full Possession,Moderate,112,0.267,2024-12-20,,21,0,28.060059,77.347339,SRID=4326;POINT(77.347339 28.060059),False
PRJ-1229,PCL-11375,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,94.59,143,Very High,0.72,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,54,0.6,Initial Stage (<30%),High / Cooperative,152,0.332,2024-04-08,2024-09-03,148,1,20.981973,85.649012,SRID=4326;POINT(85.649012 20.981973),False
PRJ-1060,PCL-11376,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Madhya Pradesh,Ujjain,9.82,26,Low,0.87,0,Partially Disbursed,41,Preliminary Notification (Sec 11),Pending Environmental Clearance,154,0.44,Partial Possession (30-70%),Moderate,303,0.678,2026-02-24,,3,0,23.109088,79.85136,SRID=4326;POINT(79.85136 23.109088),False
PRJ-1182,PCL-11377,Western Freight Corridor Spur Line 4,Railway & Freight Corridor,Karnataka,Kalaburagi,16.83,33,Low,0.59,0,Partially Disbursed,149,Notification Pending,Approved,23,0.72,Substantial Possession (>70%),Moderate,211,0.427,2026-02-12,,165,1,15.90034,76.523885,SRID=4326;POINT(76.523885 15.90034),False
PRJ-1106,PCL-11378,Madhya Pradesh Green Express Corridor Phase 1,Highway / Expressway,Madhya Pradesh,Jabalpur,14.82,20,Low,0.79,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,105,0.63,Partial Possession (30-70%),High / Cooperative,322,0.152,2023-05-03,2023-05-27,24,0,26.266099,77.230647,SRID=4326;POINT(77.230647 26.266099),False
PRJ-1002,PCL-11379,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Madhya Pradesh,Bhopal,33.04,109,Low,0.55,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,83,0.77,Partial Possession (30-70%),High / Cooperative,300,0.285,2023-09-07,2023-12-07,91,1,24.125365,80.038094,SRID=4326;POINT(80.038094 24.125365),False
PRJ-1241,PCL-11380,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Madhya Pradesh,Gwalior,32.9,55,Medium,0.87,0,Disputed in Escrow,308,Possession Taken (Sec 38),Under Scrutiny,53,0.29,Substantial Possession (>70%),Low / Resistant,263,0.343,2026-06-08,2027-02-20,257,1,26.344171,76.039624,SRID=4326;POINT(76.039624 26.344171),False
PRJ-1117,PCL-11381,NH-57 Four-Laning Bypass Section 1,Highway / Expressway,Tamil Nadu,Kanchipuram,73.39,102,Low,0.57,1,Pending Disbursal,97,Notification Pending,Approved,15,0.27,Partial Possession (30-70%),Low / Resistant,214,0.194,2024-11-09,2025-11-07,363,1,9.687082,79.772751,SRID=4326;POINT(79.772751 9.687082),True
PRJ-1008,PCL-11382,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Rajasthan,Udaipur,94.77,155,Medium,0.7,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,65,0.48,Partial Possession (30-70%),Moderate,343,0.535,2026-10-15,,146,1,24.796752,72.56567,SRID=4326;POINT(72.56567 24.796752),False
PRJ-1197,PCL-11383,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,53.7,152,Very High,0.67,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,144,0.79,Substantial Possession (>70%),Moderate,317,0.248,2023-08-18,2024-07-28,345,1,22.797148,72.409041,SRID=4326;POINT(72.409041 22.797148),False
PRJ-1061,PCL-11384,Kota Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Rajasthan,Kota,12.71,20,Medium,0.73,0,Fully Disbursed,0,Award Declared (Sec 23),Approved,86,0.9,Full Possession,Moderate,273,0.152,2026-08-16,2026-08-16,0,0,25.131994,76.063256,SRID=4326;POINT(76.063256 25.131994),False
PRJ-1075,PCL-11385,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Haryana,Gurugram,102.85,196,Medium,0.92,0,Pending Disbursal,357,Award Declared (Sec 23),Pending Environmental Clearance,160,0.74,Substantial Possession (>70%),High / Cooperative,171,0.815,2023-09-05,2023-09-23,18,0,28.982148,75.558382,SRID=4326;POINT(75.558382 28.982148),False
PRJ-1058,PCL-11386,Prayagraj Lift Irrigation Main Canal Reach 1,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,7.68,16,Low,0.44,1,Partially Disbursed,32,Award Declared (Sec 23),Pending Environmental Clearance,205,0.81,Contested / Encroached,Hostile / Legal Injunction,365,0.289,2025-03-07,2026-06-05,455,1,27.158009,82.724794,SRID=4326;POINT(82.724794 27.158009),True
PRJ-1008,PCL-11387,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Rajasthan,Udaipur,80.95,73,Medium,0.68,0,Fully Disbursed,0,Notification Pending,Resubmission Required,169,0.56,Partial Possession (30-70%),High / Cooperative,84,0.422,2026-10-15,2026-10-15,0,0,25.442128,72.398936,SRID=4326;POINT(72.398936 25.442128),False
PRJ-1119,PCL-11388,Haryana Integrated Industrial Township 2,Industrial Corridor / SEZ,Haryana,Faridabad,11.72,11,Low,0.94,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,232,0.83,Full Possession,Moderate,175,0.4,2027-02-22,2027-02-24,2,0,29.652592,77.327864,SRID=4326;POINT(77.327864 29.652592),False
PRJ-1080,PCL-11389,Belagavi Cargo Terminal Expansion 3,Airport Infrastructure,Karnataka,Belagavi,24.95,80,Medium,0.5,1,Partially Disbursed,116,Award Declared (Sec 23),Conditional Clearance,123,0.59,Contested / Encroached,Low / Resistant,360,0.537,2026-02-11,2027-03-02,384,1,14.953861,77.174841,SRID=4326;POINT(77.174841 14.953861),True
PRJ-1040,PCL-11390,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Tamil Nadu,Madurai,174.41,188,Low,0.83,0,Partially Disbursed,159,Preliminary Notification (Sec 11),Approved,51,0.6,Full Possession,High / Cooperative,306,0.348,2025-05-05,2025-05-27,22,0,12.629832,79.863583,SRID=4326;POINT(79.863583 12.629832),False
PRJ-1024,PCL-11391,Industrial Rail Siding Network 5,Railway & Freight Corridor,Karnataka,Kalaburagi,46.33,52,Low,0.77,0,Partially Disbursed,141,Award Declared (Sec 23),Conditional Clearance,90,0.88,Substantial Possession (>70%),High / Cooperative,275,0.672,2026-08-23,,22,0,16.285893,77.148714,SRID=4326;POINT(77.148714 16.285893),False
PRJ-1184,PCL-11392,Faridabad Cargo Terminal Expansion 1,Airport Infrastructure,Haryana,Faridabad,30.55,86,Low,0.97,1,Pending Disbursal,224,Possession Taken (Sec 38),Under Scrutiny,81,0.55,Initial Stage (<30%),Moderate,153,0.396,2026-09-01,2027-04-25,236,1,28.205179,75.743317,SRID=4326;POINT(75.743317 28.205179),True
PRJ-1032,PCL-11393,Madhya Pradesh Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Madhya Pradesh,Ujjain,55.21,55,Low,0.62,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Conditional Clearance,162,0.52,Substantial Possession (>70%),High / Cooperative,108,0.456,2023-04-30,2023-06-09,40,0,23.002657,78.164726,SRID=4326;POINT(78.164726 23.002657),False
PRJ-1236,PCL-11394,Faridabad Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Haryana,Faridabad,32.29,30,Low,0.82,0,Partially Disbursed,133,Declaration Published (Sec 19),Pending Environmental Clearance,182,0.5,Full Possession,High / Cooperative,242,0.138,2025-06-16,2025-07-12,26,0,29.662125,76.278313,SRID=4326;POINT(76.278313 29.662125),False
PRJ-1024,PCL-11395,Industrial Rail Siding Network 5,Railway & Freight Corridor,Karnataka,Kalaburagi,74.97,70,Medium,0.58,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,233,0.32,Partial Possession (30-70%),Low / Resistant,258,0.396,2026-08-23,,15,0,14.748605,75.921554,SRID=4326;POINT(75.921554 14.748605),False
PRJ-1206,PCL-11396,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Faridabad,37.07,44,Low,0.88,1,Pending Disbursal,333,Notification Pending,Approved,15,0.44,Contested / Encroached,Low / Resistant,30,0.488,2025-07-08,2026-07-14,371,1,29.192131,76.864094,SRID=4326;POINT(76.864094 29.192131),True
PRJ-1202,PCL-11397,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,60.76,30,Low,0.88,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Under Scrutiny,153,0.78,Initial Stage (<30%),High / Cooperative,210,0.286,2024-12-08,,11,0,16.651816,79.195404,SRID=4326;POINT(79.195404 16.651816),False
PRJ-1103,PCL-11398,Command Area Distribution Network 4,Irrigation / Water Canal,Madhya Pradesh,Bhopal,76.95,163,Medium,0.6,1,Pending Disbursal,94,Award Declared (Sec 23),Approved,15,0.62,Initial Stage (<30%),Low / Resistant,236,0.233,2023-04-22,2024-02-13,297,1,24.591926,79.800104,SRID=4326;POINT(79.800104 24.591926),True
PRJ-1231,PCL-11399,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Guntur,71.16,215,High,0.82,1,Partially Disbursed,49,Notification Pending,Conditional Clearance,143,0.44,Full Possession,Low / Resistant,238,0.63,2025-10-18,2026-06-24,249,1,14.304201,80.371081,SRID=4326;POINT(80.371081 14.304201),True
PRJ-1076,PCL-11400,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,5.1,30,Medium,0.68,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,56,0.84,Substantial Possession (>70%),High / Cooperative,84,0.591,2026-03-11,,0,0,20.500727,76.101884,SRID=4326;POINT(76.101884 20.500727),False
PRJ-1039,PCL-11401,Madhya Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Madhya Pradesh,Indore,54.8,82,Medium,0.62,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,49,0.52,Full Possession,Moderate,75,0.485,2026-01-30,2026-02-15,16,0,25.728033,80.362847,SRID=4326;POINT(80.362847 25.728033),False
PRJ-1059,PCL-11402,Bharatmala Economic Highway Ring 2,Highway / Expressway,Madhya Pradesh,Jabalpur,30.98,26,Medium,0.82,0,Fully Disbursed,0,Possession Taken (Sec 38),Resubmission Required,153,0.45,Full Possession,High / Cooperative,229,0.551,2026-07-14,2026-07-30,16,0,23.321381,80.407758,SRID=4326;POINT(80.407758 23.321381),False
PRJ-1096,PCL-11403,Mysuru Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Karnataka,Mysuru,26.69,20,Very High,0.74,1,Partially Disbursed,98,Declaration Published (Sec 19),Under Scrutiny,185,0.49,Partial Possession (30-70%),Low / Resistant,322,0.737,2024-12-22,,447,1,12.694981,75.126585,SRID=4326;POINT(75.126585 12.694981),True
PRJ-1013,PCL-11404,Karnal Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Karnal,7.44,22,High,0.63,1,Partially Disbursed,79,Possession Taken (Sec 38),Pending Environmental Clearance,145,0.44,Full Possession,Hostile / Legal Injunction,265,0.328,2025-04-13,,459,1,30.134044,76.406096,SRID=4326;POINT(76.406096 30.134044),True
PRJ-1017,PCL-11405,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,77.15,154,Very High,0.42,0,Fully Disbursed,0,Declaration Published (Sec 19),Pending Environmental Clearance,163,0.46,Initial Stage (<30%),Moderate,349,0.38,2025-03-21,2025-11-26,250,1,10.540098,77.664682,SRID=4326;POINT(77.664682 10.540098),False
PRJ-1228,PCL-11406,Udaipur Metro Rail Extension Corridor 1,Urban Metro / Transit,Rajasthan,Udaipur,54.28,162,High,0.48,1,Pending Disbursal,256,Award Declared (Sec 23),Approved,25,0.49,Contested / Encroached,Hostile / Legal Injunction,321,0.519,2024-06-01,2025-10-10,496,1,25.956217,72.475829,SRID=4326;POINT(72.475829 25.956217),True
